,EVENT_ID,STATE,YEAR,MONTH,EVENT_TYPE,EVENT_NARRATIVE
213,252855,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported at Tolchester Beach.
214,252856,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust was estimated around 37 knots near Annapolis.
215,252857,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 39 knots was measured at Greenbury Point.
216,252858,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was measured at Kent Island.
217,264948,ALASKA,2010,12,Blizzard,No event description
218,266100,ALASKA,2010,12,High Wind,No event description
219,266101,ALASKA,2010,12,High Wind,No event description
220,266436,ALASKA,2010,12,Blizzard,No event description
221,266790,ALASKA,2010,12,Blizzard,No event description
222,266791,ALASKA,2010,12,Blizzard,No event description
223,266796,ALASKA,2010,12,Heavy Snow,No event description
224,260316,IDAHO,2010,10,Funnel Cloud,A trained spotter reported a funnel cloud that was close to the ground.
225,262345,WISCONSIN,2010,10,Flood,The flooding that began in late September along the Wisconsin River at Muscoda came to an end as the river went below flood stage.
226,242630,ALABAMA,2010,6,Thunderstorm Wind,Multiple trees were knocked down and chicken houses were damaged on CR 1101 near highway 157.
227,266250,TEXAS,2010,12,Frost/Freeze,"Freezing temperatures reached the Zapata County Airport in Medina by 2 AM, and would continue until around 9 AM before rising above 32 degrees.  Low temperatures fell to 26 degrees. Temperatures failed to fall below freezing in exposed locations, such as the Bustamante Gas Plant near Escobas. Along the Rio Grande, the Remote Automated Weather Station near Falcon Lake, just south of the Zapata/Starr County line, recorded four hours of freezing temperatures with a low of 31.  ||The impressively low overnight dew points, dipping into the low to mid teens, supported wet bulb temperatures in the low to mid 20s for four to seven hours after midnight on the 13th; prolonged low wet bulb temperatures are known to create a proxy freeze to unprotected, cold weather sensitive tender vegetation."
228,259243,TEXAS,2010,10,Hail,Hail fell on the Highway 154 bridge over Lake Fork.
229,259264,TEXAS,2010,10,Hail,No event description
230,259263,TEXAS,2010,10,Hail,No event description
231,259208,TEXAS,2010,10,Hail,"Hail fell near Leesburg, Texas along Hwy. 2412."
232,259209,TEXAS,2010,10,Hail,Baseball sized hail was reported along Hwy. 2418.
233,259210,TEXAS,2010,10,Hail,No event description
234,268086,WYOMING,2010,12,Blizzard,Reported blizzard conditions SSW of Manville with 6 inches of snow. Law enforcement estimated wind gusts of 70 mph at milepost 116 of Interstate 25 4 miles north northwest of Glendo at scene of automobile accident.
235,248852,TEXAS,2010,7,Flash Flood,"A local gas station reported flooding across McCamey, TX.  The water was high enough to move into both the middle school and elementary school."
236,248881,NEW MEXICO,2010,7,Hail,No event description
237,248883,NEW MEXICO,2010,7,Hail,No event description
238,264536,TEXAS,2010,11,High Wind,"Sustained winds of 40 mph or greater funneled through Guadalupe Pass for several hours due to a passing shortwave trough, and strong mid level winds associated with it."
239,264537,TEXAS,2010,11,High Wind,High winds occurred in the higher elevations of the Davis Mountains due to strong mid level winds over the area.
240,264538,TEXAS,2010,11,High Wind,High winds occurred in the higher elevations of the Guadalupe Mountains due to strong mid level winds over the area.
241,268810,IDAHO,2010,11,Heavy Snow,Spotters around the Twin Falls area reported up to 4 inches of new snow and the ITD Ridgeway webcam showed I-84 to be snow packed and an estimated 4 inches along the roadside.
242,268811,OREGON,2010,11,Heavy Snow,"Spotters from Crane, Hines and Diamond reported 4 inches of new snow."
243,268815,IDAHO,2010,11,Heavy Snow,The Centerville Coop reported 9 new inches of snow and a spotter near Garden Valley called in 7 inches.
244,268816,IDAHO,2010,11,Heavy Snow,Coop observers and SNOTELS across the area reported 6 to 7 inches of new snow.
245,268822,IDAHO,2010,11,Blizzard,Spotters reported up to a foot of new snow with blowing snow and drifts to 3 feet.
246,266805,WYOMING,2010,12,High Wind,UP railroad sensor at Emkay measured a gust of 64 mph.
247,266806,WYOMING,2010,12,High Wind,UP railroad sensor at Emkay recorded a gust of 58 mph.
248,266807,WYOMING,2010,12,High Wind,UP railroad sensor at Emkay recorded a gust of 65 mph.
249,259238,TEXAS,2010,10,Hail,No event description
250,259257,TEXAS,2010,10,Hail,No event description
251,259258,TEXAS,2010,10,Hail,"Report of windows broke in a local home in Tyler, Texas."
252,265249,TENNESSEE,2010,11,High Wind,A few trees were reported down near Walland.
253,265250,VIRGINIA,2010,11,High Wind,Power lines were downed when a tree fell onto a mobile home between Rosedale and Belfast.
254,269632,TENNESSEE,2010,11,High Wind,There were several reports of trees downed due to high gradient winds throughout the county.
255,232125,KANSAS,2010,5,Hail,Report was from a KAKE Television chaser.
256,232126,KANSAS,2010,5,Hail,Report was from a KAKE Television chaser.
257,232127,KANSAS,2010,5,Hail,The hail covered the ground.
258,232128,KANSAS,2010,5,Hail,The hail covered the ground.
259,268515,OREGON,2010,11,Heavy Snow,The Sunset Summit ODOT site measured  10 inches of new snow between 14:00 PST on November 21st and 04:00 PST on November 23rd.
260,268540,OREGON,2010,11,Ice Storm,Parkdale Agrimet reported 0.35 inch accumulation of ice as of 16:00 PST on November 26th. The Middle Mountain RAWS site reported 0.25 inch ice accumulation as of 12:00 PST on November 26th.
261,260806,WASHINGTON,2010,11,High Wind,No event description
262,260807,WASHINGTON,2010,11,High Wind,No event description
263,263433,OREGON,2010,11,Heavy Snow,No event description
264,251255,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,Wind gusts up to 36 knots were reported at the Reagan National Airport.
265,251256,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,Wind gusts in excess of 30 knots were reported at Greenbury Point.
266,251257,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,Wind gusts up to 41 knots were reported at Cove Point.
267,251262,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported at Patuxent River.
268,251263,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was reported at Potomac Lighthouse.
269,251265,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 40 knots was estimated near Patuxent River.
270,252859,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust in excess of 30 knots was measured at Tolchester Beach.
271,261809,IOWA,2010,11,Hail,A large amount of pea to penny size hail was reported.
272,267322,CALIFORNIA,2010,11,High Wind,"High winds began in the Coachella Valley between 0250 and 0350 PST and continued until approximately 0400 PST. Between 0250 and 0350 PST, a peak wind gust of 58 MPH was measured by the Whitewater RAWS."
273,229187,INDIANA,2010,6,Hail,No event description
274,229188,INDIANA,2010,6,Thunderstorm Wind,"A large tree fell onto a house north of New Waverly. The house was considered to be a total loss as the tree penetrated the roof and buckled three of the four outside walls. Damage to the structure alone was estimated at $125,000. Several other trees were blown down in and around New Waverly, with at least one other tree making limited contact with a house."
275,239333,MINNESOTA,2010,6,Heavy Rain,An official rainfall total of 3.20 inches was reported.
276,222038,MINNESOTA,2010,4,Hail,No event description
277,222256,WISCONSIN,2010,4,Wildfire,"After several days of breezy and dry conditions, a grass fire burned approximately 30 acres just east of Melrose in southwest Jackson county. No structures were damaged or injuries sustained because of the fire. Local fire officials are unsure what caused the fire to start."
278,266131,NORTH CAROLINA,2010,12,Winter Weather,Very light mixed precipitation led to a thin glaze of ice on some roads. The slick roads led to a head on collision in Duplin county around 9 am that produced one fatality.
279,266133,NORTH CAROLINA,2010,12,Thunderstorm Wind,"Strong winds blew down power lines in Warsaw, time estimated from radar."
280,258152,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Crawford County on August 3rd and 4th.
281,265307,MISSOURI,2010,11,Dense Fog,No event description
282,265308,MISSOURI,2010,11,Dense Fog,No event description
283,265309,MISSOURI,2010,11,Dense Fog,No event description
284,265310,MISSOURI,2010,11,Dense Fog,No event description
285,265311,MISSOURI,2010,11,Dense Fog,No event description
286,265312,MISSOURI,2010,11,Dense Fog,No event description
287,265313,MISSOURI,2010,11,Dense Fog,No event description
288,265314,INDIANA,2010,11,Dense Fog,No event description
289,266251,TEXAS,2010,12,Frost/Freeze,"Along the Rio Grande, the Remote Automated Weather Station near Falcon Lake, just south of the Zapata/Starr County line, recorded four hours of freezing temperatures with a low of 31, and the cooperative observation at Rio Grande City also fell to 31 degrees, with unknown duration.  The cooperative location at Falcon Dam (near border of Zapata County), however, remained several degrees above freezing, bottoming out at 35 degrees.  Proxy data and known drainage locations support most of Starr County falling to or just below freezing.||The impressively low overnight dew points, dipping into the mid teens, supported wet bulb temperatures in the mid 20s for four to seven hours after midnight on the 13th; prolonged low wet bulb temperatures are known to create a proxy freeze to unprotected, cold weather sensitive tender vegetation."
290,266841,WYOMING,2010,12,Winter Storm,Old Battle SNOTEL estimated 74 inches of snow for the event.
291,266842,WYOMING,2010,12,Winter Storm,Sandstone Ranger Station SNOTEL estimated 31 inches of snow for the event.
292,266843,WYOMING,2010,12,Winter Storm,Battle Mountain SNOTEL estimated 23 inches of snow for the event.
293,266844,WYOMING,2010,12,Winter Storm,Divide Peak SNOTEL estimated 36 inches of snow for the event.
294,266845,WYOMING,2010,12,Winter Storm,Cinnabar SNOTEL estimated 34 inches of snow for the event.
295,259265,TEXAS,2010,10,Hail,"Hail was reported on Hwy. 79 southwest of Henderson, Texas."
296,265539,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
297,262548,ARKANSAS,2010,10,Hail,Golfball sized hail was reported along Hwy. 32 west.
298,259225,ARKANSAS,2010,10,Thunderstorm Wind,"Trees were downed and a building was damaged along Hwy. 53 north of Buckner, Arkansas."
299,259226,ARKANSAS,2010,10,Hail,No event description
300,259227,ARKANSAS,2010,10,Hail,No event description
301,264541,TEXAS,2010,11,High Wind,Persistent strong mid level westerly winds resulted in a few hours of high winds in Guadalupe Pass.
302,264542,TEXAS,2010,11,High Wind,Persistent strong westerly flow aloft resulted in high winds in portions of the Guadalupe Mountains.
303,264545,TEXAS,2010,11,High Wind,Westerly winds funneling through Guadalupe Pass resulted in high winds there due to strong mid level winds at the base of a passing upper level trough.
304,268819,SOUTH CAROLINA,2010,11,Tornado,"A tornado damage path was surveyed starting in the Old Market Square area near downtown Easley. Numerous buildings in the downtown area received minor to significant roof damage. Some trees fell on homes as well. The tornado appeared to lift briefly as it traveled north northeast from the downtown area. However, the damage path appeared again in the Lenhardt Rd area just north of downtown. An anchored mobile home was rolled 60 to 80 feet and completely destroyed at this location. Numerous trees were also uprooted or snapped in this area."
305,268827,SOUTH CAROLINA,2010,11,Thunderstorm Wind,Large tree limbs and power lines were blown down on Wood St.
306,268829,NORTH CAROLINA,2010,11,Thunderstorm Wind,"A few trees were blown down in the eastern part of the county. One tree fell on power lines at the Icard Grove Ave, Rutherford College Rd intersection, causing power outages."
307,266808,WYOMING,2010,12,High Wind,WYDOT sensor at Bordeaux measured a gust of 58 mph.
308,266809,WYOMING,2010,12,High Wind,UP railroad sensor at Emkay measured a gust of 68 mph.
309,266810,WYOMING,2010,12,High Wind,WYDOT sensor at Wyo Hill recorded a gust of 58 mph.
310,266811,WYOMING,2010,12,High Wind,A COOP observer recorded a gust of 63 mph 18 WNW of Cheyenne.
311,266813,WYOMING,2010,12,High Wind,UP railroad sensor at Buford recorded a gust of 61 mph.
312,266816,WYOMING,2010,12,High Wind,UP railroad sensor at Buford measured sustained winds in excess of 50 mph early in the morning.
313,268105,WYOMING,2010,12,Blizzard,WYDOT webcams indicated zero visibilities across the summit. WYDOT sensors recorded wind gusts in excess of 40 mph throughout the day. Reports of over 6 inches of snow over the summit.
314,259259,ARKANSAS,2010,10,Hail,Hail fell in the Garland City community.
315,259278,TEXAS,2010,10,Hail,No event description
316,259279,LOUISIANA,2010,10,Hail,Hail reported at Red Fox Trail Road.
317,234369,KANSAS,2010,5,Hail,No event description
318,234386,KANSAS,2010,5,Flood,Water was reported over various roads just northwest of Benton.
319,259189,TEXAS,2010,10,Thunderstorm Wind,Several pieces of an overhanging awning were blown off a pharmacy building just west of the Loop and Hwy. 64.
320,259190,TEXAS,2010,10,Thunderstorm Wind,"A tree was downed on a house in the Gresham community south of Tyler or east of Noonday, Texas."
321,263435,OREGON,2010,11,Blizzard,No event description
322,263439,OREGON,2010,11,Heavy Snow,No event description
323,266832,WYOMING,2010,12,Winter Storm,Divide Peak SNOTEL estimated 20 inches of snow for the event.
324,266833,WYOMING,2010,12,Winter Storm,Brooklyn Lake SNOTEL estimated 32 inches of snow for the event.
325,266834,WYOMING,2010,12,Winter Storm,Sand Lake SNOTEL estimated 35 inches of snow for the event.
326,266835,WYOMING,2010,12,Winter Storm,North French Creek SNOTEL estimated 31 inches of snow for the event.
327,252847,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 54 knots was measured at Annapolis.
328,252848,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,Thunderstorm wind gusts were estimated to be around 57 knots due to damage about three miles northwest of Nanjemoy.
329,252849,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 39 knots was reported at Chesapeake Beach.
330,252850,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 43 knots was reported at Cambridge.
331,252851,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 34 knots was reported at Lewisetta.
332,263856,ALASKA,2010,12,High Wind,No event description
333,263857,ALASKA,2010,12,Blizzard,No event description
334,263858,ALASKA,2010,12,Blizzard,No event description
335,263864,ALASKA,2010,12,Blizzard,No event description
336,263871,ALASKA,2010,12,Blizzard,No event description
337,229189,INDIANA,2010,6,Thunderstorm Wind,Emergency management officials reported numerous trees and power lines down in Peru.
338,266301,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed all of Monroe County under an Severe (D2) Drought designation.  This is an increase in county coverage from the previous week and month's designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
339,266302,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed all of Brown County under an Severe (D2) Drought designation.  This is an increase in county coverage from the previous week and month's designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
340,266303,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed all of Decatur County under an Severe (D2) Drought designation.  This is an increase in county coverage from the previous week and month's designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
341,266002,IDAHO,2010,10,Heavy Snow,Twelve inches of snow fell at Smiley Mountain and 9 inches fell at Bear Canyon.
342,266003,IDAHO,2010,10,Heavy Snow,Sixteen inches of snow fell at Vienna Mine with 12 inches at Dollarhide and 11 inches at Galena and Lost Wood Divide.
343,266007,IDAHO,2010,10,High Wind,Two fully grown pine trees uprooted by strong winds in Idaho Falls.   The trees were over 2 foot in diameter.   Craters of the Moon reported 60 mph wind gusts.  Over 50 mph wind gusts reported in Terreton and Howe.
344,238794,VIRGINIA,2010,6,Hail,Hail was estimated to be around the size of half dollars.
345,242156,VIRGINIA,2010,6,Thunderstorm Wind,Multiple trees were down in Faber. A tree was also down on an animal control truck.
346,242169,VIRGINIA,2010,6,Hail,Quarter size hail was reported at Swift Run.
347,242172,VIRGINIA,2010,6,Thunderstorm Wind,A roof was blown off a farm outbuilding.
348,242176,VIRGINIA,2010,6,Thunderstorm Wind,Tree limbs were down on Dundee Road.
349,242177,VIRGINIA,2010,6,Thunderstorm Wind,A large tree was uprooted along Montpelier Road.
350,265315,INDIANA,2010,11,Dense Fog,No event description
351,265316,INDIANA,2010,11,Dense Fog,No event description
352,266846,WYOMING,2010,12,Winter Storm,Brooklyn Lake SNOTEL estimated 60 inches of snow for the event.
353,266847,WYOMING,2010,12,Winter Storm,Sand Lake SNOTEL estimated 48 inches of snow for the event.
354,266848,WYOMING,2010,12,Winter Storm,North French Creek SNOTEL estimated 57 inches of snow for the event.
355,266849,WYOMING,2010,12,Winter Storm,South Brush Creek SNOTEL estimated 30 inches of snow for the event.
356,266850,WYOMING,2010,12,Winter Storm,Public reported 18 inches of new snow in Fox Park.
357,266851,WYOMING,2010,12,Winter Storm,Public reported 14 inches of new snow in Albany.
358,265555,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
359,259577,TEXAS,2010,11,Hail,No event description
360,259578,LOUISIANA,2010,11,Hail,No event description
361,259579,LOUISIANA,2010,11,Hail,No event description
362,259580,LOUISIANA,2010,11,Hail,No event description
363,259244,ARKANSAS,2010,10,Hail,No event description
364,259249,TEXAS,2010,10,Hail,No event description
365,259250,TEXAS,2010,10,Hail,No event description
366,259202,TEXAS,2010,10,Lightning,"Lightning resulted in a house fire on County Road 4104 northeast of Lindale, Texas.  The fire was contained to one bedroom.  There were no reported injuries."
367,259203,TEXAS,2010,10,Thunderstorm Wind,"A metal roof was blown off a house in the community of Cove Springs along CR. 3406 northeast of Jacksonville, Texas."
368,268885,NORTH CAROLINA,2010,11,Thunderstorm Wind,A tree was blown down on Plainsview Church Rd near Fallston.
369,268886,SOUTH CAROLINA,2010,11,Thunderstorm Wind,Several trees were blown down between Union and the Chester County line.
370,260053,TENNESSEE,2010,10,Thunderstorm Wind,Law enforcement personnel reported trees downed by thunderstorm winds on Blackburn...Blythe...Linda...Lebanon Roads and Benton Pike in Cleveland.
371,260055,TENNESSEE,2010,10,Thunderstorm Wind,Amateur radio personnel reported 1 large tree with a 3 foot diameter downed by thunderstorm winds in Persia.
372,260057,TENNESSEE,2010,10,Thunderstorm Wind,Amateur radio personnel reported two road signs damaged by thunderstorm winds near Baileyton.
373,260058,TENNESSEE,2010,10,Thunderstorm Wind,Emergency management personnel reported multiple trees downed by thunderstorm winds and several mobile homes damaged across the county.
374,268109,WYOMING,2010,12,Blizzard,NWS employee reported blizzard conditions with a measured peak wind gust of 51 mph and zero visibility with snow and blowing snow.
375,268119,WYOMING,2010,12,Blizzard,Blizzard conditions reported at WFO Cheyenne. Visibilities ranged from 1/8 to 1/2 mile in snow and blowing snow with winds gusting over 35 mph.  Snow drifts of 18 inches at the office.
376,268123,WYOMING,2010,12,Blizzard,WYDOT webcams indicated near zero visibility with snow and blowing snow.  Pine Bluffs AWOS recorded wind gusts in excess of 40 mph.
377,268127,WYOMING,2010,12,Winter Storm,COOP observer near Esterbrooke reported 12 inches of snow.
378,268130,WYOMING,2010,12,Winter Storm,COOP observer reported 7.2 inches of snow in Shirley Basin.
379,264546,TEXAS,2010,11,High Wind,Strong winds occurred in the higher elevations of the Guadalupe Mountains due to strong mid level winds over the area at the base of a passing upper level trough.
380,269159,FLORIDA,2010,11,Hail,No event description
381,259280,LOUISIANA,2010,10,Hail,No event description
382,265549,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
383,265550,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
384,259191,TEXAS,2010,10,Thunderstorm Wind,Trees were downed in the Arp community.
385,259192,TEXAS,2010,10,Thunderstorm Wind,Trees were downed south of the Kilgore Bypass on U.S. Hwy. 259.
386,266836,WYOMING,2010,12,Winter Storm,Cinnabar SNOTEL estimated 34 inches of snow for the event.
387,266837,WYOMING,2010,12,High Wind,A COOP observer recorded a gust of 68 mph 12 SSE of Horse Creek.
388,266838,WYOMING,2010,12,Winter Storm,Blackhall Mountain SNOTEL estimated 63 inches of snow for the event.
389,266839,WYOMING,2010,12,Winter Storm,Webber Springs SNOTEL estimated 59 inches of snow for the event.
390,266840,WYOMING,2010,12,Winter Storm,Little Snake River SNOTEL estimated 50 inches of snow for the event.
391,268242,ILLINOIS,2010,11,Thunderstorm Wind,Trees and power lines were blown down.
392,268244,ILLINOIS,2010,11,Hail,No event description
393,268245,ILLINOIS,2010,11,Thunderstorm Wind,A tree was blown down blocking a road.
394,268249,ILLINOIS,2010,11,Hail,Hail was estimated between quarter and golf ball size.
395,252852,ATLANTIC NORTH,2010,7,Marine Thunderstorm Wind,A wind gust of 34 knots was reported at Key Bridge.
396,267884,NORTH CAROLINA,2010,11,Thunderstorm Wind,Numerous trees were blown down around Enfield and Halifax. Some of the trees fell down on Interstate 95 resulting in automobile wrecks.
397,267885,NORTH CAROLINA,2010,11,Thunderstorm Wind,Military Personnel from Pope Air Force Base reported a large tree was blown down at Camden Road and Hope Mills Road.
398,267886,NORTH CAROLINA,2010,11,Thunderstorm Wind,Several trees were blown down along NC Highway 33 and Woodshore lane.
399,267887,NORTH CAROLINA,2010,11,Thunderstorm Wind,Several trees were blown down in Stedman.
400,263878,ALASKA,2010,12,Heavy Snow,Spotter reports of as much as 19 inches of snow were reported along the Alaska Range.
401,226337,MINNESOTA,2010,6,Funnel Cloud,No event description
402,231009,WISCONSIN,2010,6,Thunderstorm Wind,Thunderstorm winds were estimated to be 60 mph just east of Black River Falls.
403,231013,WISCONSIN,2010,6,Thunderstorm Wind,A tree was blown down by thunderstorm winds at the intersection of 13th and Jackson streets.
404,231014,WISCONSIN,2010,6,Thunderstorm Wind,Three 5 to 7 inch diameter tree branches were blown down onto vehicles parked under the trees.
405,231570,WISCONSIN,2010,6,Thunderstorm Wind,Thunderstorm winds blew several tree branches down taking out about a third of the tree. The diameter of the branches was measured at 10 inches.
406,266008,IDAHO,2010,10,High Wind,Several 1/2 inch tree branches snapped off trees in the Grace area.
407,262414,ARIZONA,2010,10,Flash Flood,Diamond Bar Road was closed.
408,258141,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Moultrie County on August 3rd and 4th.
409,258142,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Piatt County on August 3rd and 4th.
410,258143,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Champaign County on August 3rd and 4th.
411,258144,ILLINOIS,2010,8,Excessive Heat,Heat index readings exceeded 105 degrees across Vermilion County on August 3rd and 4th.
412,242180,VIRGINIA,2010,6,Thunderstorm Wind,Several limbs two to four inches in diameter were snapped. A few tree limbs six to eight inches in diameter were snapped and a tree limb ten inches in diameter was also snapped along Springvale Road between Deerfoot Drive and Springvale Forest Court.
413,242753,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust of 34 knots was reported about one mile west-southwest of Reagan National Airport.
414,242754,ATLANTIC NORTH,2010,6,Marine Thunderstorm Wind,A wind gust of 34 knots was reported at Rossylyn.
415,244146,MARYLAND,2010,6,Heat,A local newspaper reported two fatalities due to hyperthermia.
416,244147,MARYLAND,2010,6,Heat,A local newspaper reported a fatality due to hyperthermia.
417,248236,VIRGINIA,2010,7,Thunderstorm Wind,A tree was down on the 4000 Block of Lee Highway.
418,259581,LOUISIANA,2010,11,Hail,No event description
419,242634,ALABAMA,2010,6,Hail,Nickel size hail as reported in Killen.
420,242642,ALABAMA,2010,6,Thunderstorm Wind,Several trees were blown down on Willowbeach road.
421,242643,ALABAMA,2010,6,Thunderstorm Wind,Trees were blown down along highway 35 near the Cherokee county line.
422,242646,ALABAMA,2010,6,Thunderstorm Wind,Several trees were blown down along CR 523.
423,259266,TEXAS,2010,10,Thunderstorm Wind,"A tree was downed on Hwy. 31 12 miles south of Marshall, Texas."
424,259269,TEXAS,2010,10,Hail,Hail was reported 2 miles north of Elysian Fields.
425,259268,TEXAS,2010,10,Hail,Golfball sized hail was reported at Hwy. 317 and Hwy. 315 south of Chandler.
426,259204,TEXAS,2010,10,Hail,No event description
427,259211,TEXAS,2010,10,Thunderstorm Wind,Trees were downed with one having fallen on a mobile home near Lake Welch. There were no report of injuries.
428,259212,TEXAS,2010,10,Hail,"Hail was reported just south of Rocky Branch, Texas."
429,260067,NORTH CAROLINA,2010,10,Thunderstorm Wind,Amateur radio personnel reported trees and powerlines downed by thunderstorm winds  along with numerous tree limbs down around Andrews.
430,260071,VIRGINIA,2010,10,Thunderstorm Wind,Coop observer reported numerous trees downed by thunderstorm winds around Highway 75 and Watauga Road near Abingdon.
431,260072,VIRGINIA,2010,10,Thunderstorm Wind,Public reported a 70 mph (61 knots) wind gust on a home weather station.
432,269160,FLORIDA,2010,11,Flash Flood,Heavy rain flooded roads at Mobile Highway and West Fairfield Drive.
433,269161,FLORIDA,2010,11,Flash Flood,Heavy rain flooded roads at West Fairfield Drive and North Pace Boulevard.
434,269162,FLORIDA,2010,11,Flash Flood,No event description
435,269163,FLORIDA,2010,11,Flash Flood,Heavy rains flooded the road at North Spring Street.
436,269167,ALABAMA,2010,11,Thunderstorm Wind,Winds estimated at 60 mph downed trees blew over a trampoline south of Andalusia.
437,269168,ALABAMA,2010,11,Thunderstorm Wind,Winds estimated at 60 mph caused minor roof damage to a local cafe and damaged an advertising sign.
438,269169,ALABAMA,2010,11,High Wind,Small tree branches were blown down due to gusty winds behind a cold front. Wind gusts behind this cold front had a history of producing wind gusts between 40 and 50 mph for about an hour before subsiding.
439,266901,CALIFORNIA,2010,11,High Wind,Strong and gusty northwest to north winds were reported through the Interstate 5 corridor. The RAWS sensor at Camp 9 reported sustained winds between 40 and 44 MPH with gusts between 59 and 62 MPH. The RAWS sensor at Whitaker Peak reported sustained winds between 40 and 43 MPH with gusts between 60 and 69 MPH.
440,265551,LOUISIANA,2010,10,Drought,Please use the episode narrative for the event narrative.
441,268452,WASHINGTON,2010,11,High Wind,Strong winds were reported at Cape Disappointment with wind gusting to 53 kts.
442,268460,OREGON,2010,11,High Wind,"Strong winds, with sustained winds of 41 kts, were reported at Garibaldi NOS."
443,268479,WASHINGTON,2010,11,High Wind,Strong winds were reported at Cape Disappointment with sustained winds of 46 kts and gusts to 56 kts.
444,268481,OREGON,2010,11,High Wind,Strong winds were reported at Garibaldi NWS with sustained winds of 47 kt and gusts to 55 kts. Other strong winds were reported at Clatsop Spit with sustained winds of 40 kts.
445,268250,ILLINOIS,2010,11,Hail,Quarter size hail was reported at Route 38 and County Line Road.
446,268267,ILLINOIS,2010,11,Thunderstorm Wind,A three-sided store directory was blown off its foundation.  Awnings were blown off two stores and four panels of a fence were destroyed.
447,268272,ILLINOIS,2010,11,Thunderstorm Wind,"A billboard was blown down at a car dealership on Route 53, just south of Interstate 55.  The billboard crushed several cars."
448,268274,ILLINOIS,2010,11,Lightning,An unoccupied restaurant was struck by lightning near North Second Street and Wood Avenue.
449,268748,SOUTH CAROLINA,2010,11,Thunderstorm Wind,Trees were blown down in the Fingerville area.
450,268749,NORTH CAROLINA,2010,11,Hail,No event description
451,268750,NORTH CAROLINA,2010,11,Thunderstorm Wind,A couple trees were blown down near West Main Dr.
452,266631,INDIANA,2010,11,Drought,No event description
453,266632,INDIANA,2010,11,Drought,No event description
454,266701,MISSOURI,2010,11,Wildfire,No event description
455,266702,MISSOURI,2010,11,Wildfire,No event description
456,263239,ALASKA,2010,12,High Wind,No event description
457,263853,ALASKA,2010,12,Blizzard,No event description
458,267888,NORTH CAROLINA,2010,11,Thunderstorm Wind,Several trees down along a swath extending from Enfield to Scotland Neck.
459,267889,NORTH CAROLINA,2010,11,Thunderstorm Wind,"Numerous trees down along a swath extending from Leggett to Conetoe. One tree fell onto a home at 130 Tyson Street. Also, several downed trees were blocking Fishing Creek Road."
460,266288,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed all of Johnson County under a Severe (D2) Drought designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
461,266289,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed all of Shelby County under a Severe (D2) Drought designation.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
462,266291,INDIANA,2010,10,Drought,"On October 12th, the U.S. Drought Monitor placed the eastern half of Lawrence County under an Extreme (D3) Drought designation.  This is an increase in intensity from the previous week's designation.  The remainder of the county remained at Severe (D2) from the previous month.  A countywide burn ban was also in effect.  This lasted through the end of the month of October."
